순번,업종명,업소명,도로명주소,지번주소,행정동명,전화번호
601,일반음식점,에이스,"대전광역시 서구 둔산남로 179, 지하1층 (둔산동)",대전광역시 서구 둔산동 2133 지하1층 ,둔산3동,042 -472 -7774
602,일반음식점,본죽정림점,대전광역시 서구 정림로 72-1 (정림동),대전광역시 서구 정림동 530 ,정림동, 042- 586-5576
603,일반음식점,위아래횟집,"대전광역시 서구 도산로 1, 1층 (도마동)",대전광역시 서구 도마동 180-34 1층 ,도마1동, 042- 581-0071
604,일반음식점,찜마을,"대전광역시 서구 사마1길 73 (도마동,1층)",대전광역시 서구 도마동 122-9 1층 ,도마1동, 042- 543-6171
605,일반음식점,황재코다리냉면,대전광역시 서구 한밭대로707번길 19 (월평동),대전광역시 서구 월평동 286-1 ,월평1동, 042- 482-2508
606,일반음식점,청사초롱,"대전광역시 서구 변동로 75 (변동,(지상1층))",대전광역시 서구 변동 33-13 (지상1층) ,변동, 042- 525-3035
607,일반음식점,사리원면옥,"대전광역시 서구 둔산로31번길 77 (둔산동,(2층))",대전광역시 서구 둔산동 968 (2층) ,둔산1동, 042- 487-4209
608,일반음식점,계동치킨.신일구떡볶이,"대전광역시 서구 갈마로 168, 1층 (괴정동)",대전광역시 서구 괴정동 130-10 ,괴정동, 042- 532-9284
609,일반음식점,일당식당,"대전광역시 서구 둔산중로46번길 22 (둔산동,(1F))",대전광역시 서구 둔산동 1448 (1F) ,둔산1동,042 -472 -9616
610,일반음식점,만년뚱돼지,대전광역시 서구 만년로22번길 28 (만년동),대전광역시 서구 만년동 236 ,만년동, 042- 486-9955
611,일반음식점,쌈쌈대패,대전광역시 서구 문예로 137 (둔산동),대전광역시 서구 둔산동 926 ,둔산1동, 042- 485-8512
612,일반음식점,맛청,대전광역시 서구 둔산로51번길 16 (둔산동),대전광역시 서구 둔산동 1281 ,둔산1동,042 -487 -2277
613,일반음식점,놀부네남원추어탕,대전광역시 서구 월평로37번길 9 (월평동),대전광역시 서구 월평동 483 ,월평1동,
614,일반음식점,상우네막회집,"대전광역시 서구 도솔로 102, 1층 (도마동)",대전광역시 서구 도마동 61-23 ,도마1동, 042- 533-3111
615,일반음식점,디에이라운지,"대전광역시 서구 대덕대로185번길 30 (둔산동,(4층))",대전광역시 서구 둔산동 1064 (4층) ,둔산2동, 042- 487-4499
616,일반음식점,설악칡냉면,대전광역시 서구 관저중로84번길 14 (관저동),대전광역시 서구 관저동 1098 ,관저동, 042- 542-9922
617,일반음식점,피자2001도마정림점,"대전광역시 서구 도마로 12-3, 1층 (도마동)",대전광역시 서구 도마동 50-31 1층 ,도마1동, 042- 581-2001
618,일반음식점,옛날청진동보리밥본가,"대전광역시 서구 월평새뜸로 12 (월평동,(1층))",대전광역시 서구 월평동 1478 (1층) ,월평1동, 042- 472-2617
619,일반음식점,호시타코야끼,"대전광역시 서구 월평로 40, 월드프라자 1층 104호 (월평동)",대전광역시 서구 월평동 916 월드프라자 ,월평2동, 042- 486-4788
620,일반음식점,황태마을,대전광역시 서구 관저중로84번길 10 (관저동),대전광역시 서구 관저동 1099 ,관저동, 042- 543-5700
621,일반음식점,설맥 탄방점,대전광역시 서구 문정로112번안길 23 (탄방동),대전광역시 서구 탄방동 980 ,탄방동, 042- 488-5808
622,일반음식점,투다리식당,"대전광역시 서구 변동로 49, 1층 (변동)",대전광역시 서구 변동 30-18 ,변동, 042- 523-3005
623,일반음식점,난리버꾸통3000냥하우스,"대전광역시 서구 만년남로3번길 18, 1층 (만년동)",대전광역시 서구 만년동 251 1층 ,만년동, 042- 472-7706
624,일반음식점,고기듬뿍국물두루치기서구점,"대전광역시 서구 도솔4길 37, 1층 일부호 (도마동)",대전광역시 서구 도마동 114-11 ,도마2동, 042- 534-6238
625,일반음식점,누브네숯불갈비 갈마본점,"대전광역시 서구 신갈마로 200, 1층 일부호 (갈마동)",대전광역시 서구 갈마동 307-18 ,갈마2동,
626,일반음식점,상하이마라탕,"대전광역시 서구 도솔로388번길 8, 3층 (괴정동)",대전광역시 서구 괴정동 423-22 3층 ,괴정동, 042- 534-1140
627,일반음식점,어머니가차려주신 시골밥상,"대전광역시 서구 구봉산북로280번길 10-24, 1층 (관저동)",대전광역시 서구 관저동 1612-7 ,관저1동, 042- 544-8885
628,일반음식점,시골순대,"대전광역시 서구 가수원로 48, 1층 (가수원동)",대전광역시 서구 가수원동 785-11 ,가수원동,
629,일반음식점,초나정 갈비,대전광역시 서구 갈마역로 13 (갈마동),대전광역시 서구 갈마동 833 ,갈마1동,
630,일반음식점,스페이스식당,대전광역시 서구 계룡로509번길 41 (탄방동),대전광역시 서구 탄방동 619 ,탄방동,
631,일반음식점,껌뻑밀냉면,"대전광역시 서구 제비네4길 15, 1층 (도마동)",대전광역시 서구 도마동 172-34 ,도마2동, 042- 524-5440
632,일반음식점,까치네 식당,"대전광역시 서구 갈마로 191-2 (괴정동,1층)",대전광역시 서구 괴정동 114-14 1층 ,괴정동, 042- 525-6554
633,일반음식점,너와마을 식당,"대전광역시 서구 둔산로137번길 31 (둔산동,(7층))",대전광역시 서구 둔산동 1477 (7층) ,둔산1동, 042- 471-3311
634,일반음식점,청와대반점,"대전광역시 서구 둔산남로179번길 31 (둔산동,(1층))",대전광역시 서구 둔산동 1931 (1층) ,둔산3동,
635,일반음식점,배터지는생동까스둔산점,"대전광역시 서구 둔산남로179번길 16, 1층 (둔산동)",대전광역시 서구 둔산동 1939 1층 ,둔산3동, 042- 487-8020
636,일반음식점,감자탕해장국,대전광역시 서구 둔산로230번길 20 (둔산동),대전광역시 서구 둔산동 2004 ,둔산3동, 042- 488-4004
637,일반음식점,우리손칼국수,대전광역시 서구 둔산남로9번길 37 (둔산동),대전광역시 서구 둔산동 1199 ,둔산2동, 042- 486-0044
638,일반음식점,꼴통뒷고기,"대전광역시 서구 월평중로13번길 35, 1층 (월평동)",대전광역시 서구 월평동 984 1층 ,월평1동,042 -484 -1620
639,일반음식점,금평식당관저분점,"대전광역시 서구 관저중로96번길 42 (관저동,(1층))",대전광역시 서구 관저동 1056 (1층) ,관저동, 042- 545-9885
640,일반음식점,신선칼국수 식당,대전광역시 서구 관저중로96번길 30 (관저동),대전광역시 서구 관저동 1052 ,관저동, 042- 541-4466
641,일반음식점,만수향,"대전광역시 서구 관저북로 18 (관저동,주공4단지상가205호)",대전광역시 서구 관저동 999-4 주공4단지상가205호 ,관저동, 042- 545-2000
642,일반음식점,골든벨,"대전광역시 서구 월평로 36 (월평동,(지하1))",대전광역시 서구 월평동 918 (지하1) ,월평1동,
643,일반음식점,시골집생태전문,대전광역시 서구 한밭대로592번길 19 (월평동),대전광역시 서구 월평동 552 ,월평1동,042 -472 -9294
644,일반음식점,황금 식당,"대전광역시 서구 변동중로 36, 1층 101,102,103호 (도마동, 어번던스)",대전광역시 서구 도마동 570 어번던스 ,도마2동,
645,일반음식점,백년식당,"대전광역시 서구 배재로 89-1, 지하1층 (도마동)",대전광역시 서구 도마동 334-15 지하1층 ,도마2동,
646,일반음식점,닭도리탕1.0,대전광역시 서구 정림동로7번길 5 (정림동),대전광역시 서구 정림동 622 ,정림동,042 -526 -5982
647,일반음식점,우두령,"대전광역시 서구 둔산중로64번길 33, 태성빌딩 2층 (둔산동)",대전광역시 서구 둔산동 1472 태성빌딩 ,둔산2동, 042- 477-0707
648,일반음식점,보람분식,대전광역시 서구 도솔로357번길 22 (괴정동),대전광역시 서구 괴정동 45-14 ,괴정동, 042- 531-4339
649,일반음식점,서울한우국밥,"대전광역시 서구 월평새뜸로 18-1 (월평동,(1F))",대전광역시 서구 월평동 1483 (1F) ,월평1동,
650,일반음식점,보생옥,대전광역시 서구 둔산중로40번길 20 (둔산동),대전광역시 서구 둔산동 1439 ,둔산1동, 042- 471-3393
651,일반음식점,산골막국수,"대전광역시 서구 계룡로571번길 23-7 (탄방동,(1층))",대전광역시 서구 탄방동 686 (1층) ,탄방동, 042- 487-5255
652,일반음식점,블루스,"대전광역시 서구 둔산남로 178 (탄방동,(지하1))",대전광역시 서구 탄방동 1182 (지하1) ,탄방동,
653,일반음식점,영화식당,"대전광역시 서구 정림동로5번길 36 (정림동,(지상1층))",대전광역시 서구 정림동 602-1 (지상1층) ,정림동,
654,일반음식점,이순신소국밥 롯데괴정점,대전광역시 서구 도솔로 384 (괴정동),대전광역시 서구 괴정동 423-29 ,괴정동,
655,일반음식점,요꼬,대전광역시 서구 문정로170번길 183 (둔산동),대전광역시 서구 둔산동 1962 ,둔산3동, 042- 471-3112
656,일반음식점,가나안농장식당,"대전광역시 서구 대덕대로162번길 95, 1층 (갈마동)",대전광역시 서구 갈마동 1419-1 ,갈마1동, 042- 537-0720
657,일반음식점,이차돌(괴정롯데점),"대전광역시 서구 도솔로 379, 1층 (괴정동)",대전광역시 서구 괴정동 6-3 1층 ,괴정동, 042- 537-0737
658,일반음식점,종가집,대전광역시 서구 계룡로264번길 101 (월평동),대전광역시 서구 월평동 46 ,월평1동, 042- 526-0176
659,일반음식점,금복집식당,대전광역시 서구 도산로370번길 46 (용문동),대전광역시 서구 용문동 261-2 ,용문동,
660,일반음식점,원조양푼이동태찌개,대전광역시 서구 가수원로 47 (가수원동),대전광역시 서구 가수원동 784-5 ,가수원동,
661,일반음식점,인생횟집,"대전광역시 서구 만년남로3번길 5, 1층 (만년동)",대전광역시 서구 만년동 276 1층 ,만년동,042 -487 -8942
662,일반음식점,또래오래,대전광역시 서구 둔산로218번길 20 (둔산동),대전광역시 서구 둔산동 1964 ,둔산3동, 042- 488-8221
663,일반음식점,키쵸우,대전광역시 서구 대덕대로159번길 20 (갈마동),대전광역시 서구 갈마동 1026 ,갈마1동,
664,일반음식점,뼈다귀해장국,"대전광역시 서구 문정로150번길 19, 1층 (탄방동)",대전광역시 서구 탄방동 1210 ,탄방동, 042- 489-9980
665,일반음식점,이어도,"대전광역시 서구 청사로 228 (둔산동,수정아파트 상가101)",대전광역시 서구 둔산동 915 수정아파트 상가101 ,둔산1동, 042- 484-3434
666,일반음식점,이비가짬뽕,"대전광역시 서구 월평중로3번길 12, 1층 (월평동)",대전광역시 서구 월평동 940 1층 ,월평1동,0424-8274-84
667,일반음식점,명옥헌삼대진곰탕,대전광역시 서구 도산로369번길 66 (괴정동),대전광역시 서구 괴정동 423-15 ,괴정동,042 -535 -8809
668,일반음식점,본도시락,"대전광역시 서구 둔산로137번길 27, 1층 (둔산동)",대전광역시 서구 둔산동 1471 1층 ,둔산1동,042 -483 -4008
669,일반음식점,한밭순대,대전광역시 서구 도솔로 330 (괴정동),대전광역시 서구 괴정동 80-6 ,괴정동, 042- 524-5831
670,일반음식점,신아지트족발호프,"대전광역시 서구 계룡로553번안길 29, 지하1층 (탄방동)",대전광역시 서구 탄방동 693 지하1층 ,탄방동, 042- 476-8200
671,일반음식점,라면타임,"대전광역시 서구 도산로 61 (도마동,1층)",대전광역시 서구 도마동 172-13 1층 ,도마1동, 042- 527-0339
672,일반음식점,은행나무집,대전광역시 서구 도솔로499번길 33 (용문동),대전광역시 서구 용문동 212-19 ,용문동, 042- 527-9611
673,일반음식점,짬뽕명가상하이,대전광역시 서구 도마로 75 (변동),대전광역시 서구 변동 62-48 ,변동,
674,일반음식점,오래된이야기,대전광역시 서구 대덕대로168번길 26 (갈마동),대전광역시 서구 갈마동 1438 ,갈마1동, 042- 533-5126
675,일반음식점,써니팝,"대전광역시 서구 대덕대로185번길 41, 3층 (둔산동)",대전광역시 서구 둔산동 1102-1 ,둔산2동, 042- 471-9009
676,일반음식점,지코바치킨,대전광역시 서구 변동로 72-1 (변동),대전광역시 서구 변동 47-22 ,변동, 042- 526-9255
677,일반음식점,만빈각,"대전광역시 서구 괴정로166번길 35, 1층 (가장동)",대전광역시 서구 가장동 51-10 ,가장동,
678,일반음식점,비산비야,대전광역시 서구 관저로 129 (관저동),대전광역시 서구 관저동 1088 ,관저동, 042- 543-0242
679,일반음식점,피자스쿨 대전만년점,"대전광역시 서구 만년남로 7, 1층 (만년동, 1층일부)",대전광역시 서구 만년동 267 ,만년동, 042- 487-0606
680,일반음식점,이가식당,대전광역시 서구 둔산남로179번길 16 (둔산동),대전광역시 서구 둔산동 1939 ,둔산3동,
681,일반음식점,벌떼식당,"대전광역시 서구 갈마중로37번길 14, 1층 (갈마동)",대전광역시 서구 갈마동 995 1층 ,갈마2동,
682,일반음식점,열린참치,대전광역시 서구 둔산로218번길 16 (둔산동),대전광역시 서구 둔산동 1963 ,둔산3동, 042- 485-3811
683,일반음식점,우명동(청비집),대전광역시 서구 남선로 55 (탄방동),대전광역시 서구 탄방동 1250 ,탄방동,
684,일반음식점,은화수식당,"대전광역시 서구 둔산로31번길 38, 우전빌딩 1층 (둔산동)",대전광역시 서구 둔산동 1008 우전빌딩 ,둔산2동, 042- 471-8181
685,일반음식점,관저골흑염소마을,"대전광역시 서구 관저로129번길 28-3, 1층 (관저동)",대전광역시 서구 관저동 1061 ,관저2동,
686,일반음식점,더쿡샵,"대전광역시 서구 둔산북로 215, 상가동 2층 207호 (둔산동, 가람아파트)",대전광역시 서구 둔산동 1805 가람아파트 ,둔산3동, 042- 482-9975
687,일반음식점,주식회사 대게킹,대전광역시 서구 대덕대로 370 (만년동),대전광역시 서구 만년동 284 ,만년동, 042- 482-9114
688,일반음식점,그고깃집,대전광역시 서구 한밭대로707번길 27 (월평동),대전광역시 서구 월평동 289 ,월평1동, 042- 482-3087
689,일반음식점,둔산주먹구이,"대전광역시 서구 갈마역로 21 (갈마동,1층)",대전광역시 서구 갈마동 827 1층 ,갈마1동, 042- 486-2872
